sale_id,sale_date,customer_id,product_id,region_id,quantity,unit_price,discount,total_sale,product_name,category,product_price,stock_quantity,first_name,last_name,email,gender,age,loyalty_status,signup_date,customer_region,sale_region,subregion,year,quarter,month,month_name,day,day_of_week,day_name
2024-000279,2024-10-05,22,3,2,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2024,4,10,October,5,6,Saturday
2024-000280,2024-10-06,91,15,3,1,24.99,0.1,22.49,,,,,,,,,,,,,,,2024,4,10,October,6,0,Sunday
2024-000281,2024-10-07,47,8,1,2,13.49,0.05,25.63,,,,,,,,,,,,,,,2024,4,10,October,7,1,Monday
2024-000282,2024-10-08,63,11,4,3,21.99,0.1,59.37,,,,,,,,,,,,,,,2024,4,10,October,8,2,Tuesday
2024-000283,2024-10-09,19,2,2,1,8.99,0.0,8.99,,,,,,,,,,,,,,,2024,4,10,October,9,3,Wednesday
2024-000284,2024-10-10,104,9,3,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2024,4,10,October,10,4,Thursday
2024-000285,2024-10-11,72,14,1,1,34.99,0.1,31.49,,,,,,,,,,,,,,,2024,4,10,October,11,5,Friday
2024-000286,2024-10-12,28,5,4,2,15.99,0.05,30.38,,,,,,,,,,,,,,,2024,4,10,October,12,6,Saturday
2024-000287,2024-10-13,84,7,2,3,14.5,0.1,39.15,,,,,,,,,,,,,,,2024,4,10,October,13,0,Sunday
2024-000288,2024-10-14,33,3,1,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2024,4,10,October,14,1,Monday
2024-000289,2024-10-15,59,12,3,1,19.99,0.05,18.99,,,,,,,,,,,,,,,2024,4,10,October,15,2,Tuesday
2024-000290,2024-10-16,102,6,4,2,12.99,0.1,23.38,,,,,,,,,,,,,,,2024,4,10,October,16,3,Wednesday
2024-000291,2024-10-17,41,10,2,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2024,4,10,October,17,4,Thursday
2024-000292,2024-10-18,75,1,1,1,6.99,0.0,6.99,,,,,,,,,,,,,,,2024,4,10,October,18,5,Friday
2024-000293,2024-10-19,53,4,3,1,29.99,0.05,28.49,,,,,,,,,,,,,,,2024,4,10,October,19,6,Saturday
2024-000294,2024-10-20,66,8,2,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2024,4,10,October,20,0,Sunday
2024-000295,2024-10-21,14,15,4,1,24.99,0.1,22.49,,,,,,,,,,,,,,,2024,4,10,October,21,1,Monday
2024-000296,2024-10-22,87,3,1,2,9.99,0.05,18.98,,,,,,,,,,,,,,,2024,4,10,October,22,2,Tuesday
2024-000297,2024-10-23,32,7,3,1,14.5,0.05,13.78,,,,,,,,,,,,,,,2024,4,10,October,23,3,Wednesday
2024-000298,2024-10-24,95,12,2,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2024,4,10,October,24,4,Thursday
2024-000299,2024-10-25,48,6,1,3,12.99,0.1,35.07,,,,,,,,,,,,,,,2024,4,10,October,25,5,Friday
2024-000300,2024-10-26,21,10,4,1,27.99,0.05,26.59,,,,,,,,,,,,,,,2024,4,10,October,26,6,Saturday
2024-000301,2024-10-27,77,2,3,1,8.99,0.0,8.99,,,,,,,,,,,,,,,2024,4,10,October,27,0,Sunday
2024-000302,2024-10-28,58,14,2,1,34.99,0.1,31.49,,,,,,,,,,,,,,,2024,4,10,October,28,1,Monday
2024-000303,2024-10-29,36,5,1,2,15.99,0.05,30.38,,,,,,,,,,,,,,,2024,4,10,October,29,2,Tuesday
2024-000304,2024-10-30,103,3,4,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2024,4,10,October,30,3,Wednesday
2024-000305,2024-10-31,44,11,2,1,21.99,0.0,21.99,,,,,,,,,,,,,,,2024,4,10,October,31,4,Thursday
2024-000306,2024-11-01,69,8,3,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2024,4,11,November,1,5,Friday
2024-000307,2024-11-02,17,4,1,1,29.99,0.1,26.99,,,,,,,,,,,,,,,2024,4,11,November,2,6,Saturday
2024-000308,2024-11-03,92,6,4,2,12.99,0.1,23.38,,,,,,,,,,,,,,,2024,4,11,November,3,0,Sunday
2024-000309,2024-11-04,50,9,3,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2024,4,11,November,4,1,Monday
2024-000310,2024-11-05,81,12,2,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2024,4,11,November,5,2,Tuesday
2024-000311,2024-11-06,27,7,1,3,14.5,0.1,39.15,,,,,,,,,,,,,,,2024,4,11,November,6,3,Wednesday
2024-000312,2024-11-07,73,3,4,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2024,4,11,November,7,4,Thursday
2024-000313,2024-11-08,11,15,2,1,24.99,0.1,22.49,,,,,,,,,,,,,,,2024,4,11,November,8,5,Friday
2024-000314,2024-11-09,64,10,3,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2024,4,11,November,9,6,Saturday
2024-000315,2024-11-10,108,1,1,2,6.99,0.0,13.98,,,,,,,,,,,,,,,2024,4,11,November,10,0,Sunday
2024-000316,2024-11-11,40,8,4,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2024,4,11,November,11,1,Monday
2024-000317,2024-11-12,55,14,2,1,34.99,0.1,31.49,,,,,,,,,,,,,,,2024,4,11,November,12,2,Tuesday
2024-000318,2024-11-13,29,5,3,1,15.99,0.0,15.99,,,,,,,,,,,,,,,2024,4,11,November,13,3,Wednesday
2024-000319,2024-11-14,84,7,2,2,14.5,0.1,26.1,,,,,,,,,,,,,,,2024,4,11,November,14,4,Thursday
2024-000320,2024-11-15,33,12,1,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2024,4,11,November,15,5,Friday
2024-000321,2024-11-16,91,6,3,3,12.99,0.1,35.07,,,,,,,,,,,,,,,2024,4,11,November,16,6,Saturday
2024-000322,2024-11-17,47,4,4,1,29.99,0.05,28.49,,,,,,,,,,,,,,,2024,4,11,November,17,0,Sunday
2024-000323,2024-11-18,63,3,2,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2024,4,11,November,18,1,Monday
2024-000324,2024-11-19,19,10,1,1,27.99,0.05,26.59,,,,,,,,,,,,,,,2024,4,11,November,19,2,Tuesday
2024-000325,2024-11-20,72,8,3,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2024,4,11,November,20,3,Wednesday
2024-000326,2024-11-21,28,15,4,1,24.99,0.1,22.49,,,,,,,,,,,,,,,2024,4,11,November,21,4,Thursday
2024-000327,2024-11-22,58,6,2,2,12.99,0.05,24.68,,,,,,,,,,,,,,,2024,4,11,November,22,5,Friday
2024-000328,2024-11-23,41,9,1,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2024,4,11,November,23,6,Saturday
2024-000329,2024-11-24,75,12,3,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2024,4,11,November,24,0,Sunday
2024-000330,2024-11-25,53,7,4,3,14.5,0.1,39.15,,,,,,,,,,,,,,,2024,4,11,November,25,1,Monday
2024-000331,2024-11-26,66,3,2,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2024,4,11,November,26,2,Tuesday
2024-000332,2024-11-27,14,10,1,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2024,4,11,November,27,3,Wednesday
2024-000333,2024-11-28,87,2,3,1,8.99,0.0,8.99,,,,,,,,,,,,,,,2024,4,11,November,28,4,Thursday
2024-000334,2024-11-29,32,14,4,1,34.99,0.1,31.49,,,,,,,,,,,,,,,2024,4,11,November,29,5,Friday
2024-000335,2024-11-30,95,5,1,2,15.99,0.05,30.38,,,,,,,,,,,,,,,2024,4,11,November,30,6,Saturday
2024-000336,2024-12-01,48,11,2,1,21.99,0.0,21.99,,,,,,,,,,,,,,,2024,4,12,December,1,0,Sunday
2024-000337,2024-12-02,21,8,3,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2024,4,12,December,2,1,Monday
2024-000338,2024-12-03,77,4,1,1,29.99,0.05,28.49,,,,,,,,,,,,,,,2024,4,12,December,3,2,Tuesday
2024-000339,2024-12-04,58,6,4,1,12.99,0.0,12.99,,,,,,,,,,,,,,,2024,4,12,December,4,3,Wednesday
2024-000340,2024-12-05,36,9,2,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2024,4,12,December,5,4,Thursday
2024-000341,2024-12-06,103,12,3,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2024,4,12,December,6,5,Friday
2024-000342,2024-12-07,44,7,2,2,14.5,0.05,27.55,,,,,,,,,,,,,,,2024,4,12,December,7,6,Saturday
2024-000343,2024-12-08,89,10,3,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2024,4,12,December,8,0,Sunday
2024-000344,2024-12-09,56,3,1,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2024,4,12,December,9,1,Monday
2024-000345,2024-12-10,78,12,4,1,19.99,0.1,17.99,,,,,,,,,,,,,,,2024,4,12,December,10,2,Tuesday
2024-000346,2024-12-11,22,6,2,3,12.99,0.1,35.07,,,,,,,,,,,,,,,2024,4,12,December,11,3,Wednesday
2024-000347,2024-12-12,91,15,3,1,24.99,0.05,23.74,,,,,,,,,,,,,,,2024,4,12,December,12,4,Thursday
2024-000348,2024-12-13,47,8,1,2,13.49,0.0,26.98,,,,,,,,,,,,,,,2024,4,12,December,13,5,Friday
2024-000349,2024-12-14,63,11,4,1,21.99,0.0,21.99,,,,,,,,,,,,,,,2024,4,12,December,14,6,Saturday
2024-000350,2024-12-15,19,2,2,1,8.99,0.0,8.99,,,,,,,,,,,,,,,2024,4,12,December,15,0,Sunday
2024-000351,2024-12-16,104,9,3,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2024,4,12,December,16,1,Monday
2024-000352,2024-12-17,72,14,1,1,34.99,0.1,31.49,,,,,,,,,,,,,,,2024,4,12,December,17,2,Tuesday
2024-000353,2024-12-18,28,5,4,2,15.99,0.05,30.38,,,,,,,,,,,,,,,2024,4,12,December,18,3,Wednesday
2024-000354,2024-12-19,84,7,2,3,14.5,0.1,39.15,,,,,,,,,,,,,,,2024,4,12,December,19,4,Thursday
2024-000355,2024-12-20,33,3,1,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2024,4,12,December,20,5,Friday
2024-000356,2024-12-21,59,12,3,1,19.99,0.05,18.99,,,,,,,,,,,,,,,2024,4,12,December,21,6,Saturday
2024-000357,2024-12-22,102,6,4,2,12.99,0.05,24.68,,,,,,,,,,,,,,,2024,4,12,December,22,0,Sunday
2024-000358,2024-12-23,41,10,2,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2024,4,12,December,23,1,Monday
2024-000359,2024-12-24,75,1,1,1,6.99,0.0,6.99,,,,,,,,,,,,,,,2024,4,12,December,24,2,Tuesday
2024-000360,2024-12-25,53,4,3,1,29.99,0.0,29.99,,,,,,,,,,,,,,,2024,4,12,December,25,3,Wednesday
2024-000361,2024-12-26,66,8,2,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2024,4,12,December,26,4,Thursday
2024-000362,2024-12-27,14,15,4,1,24.99,0.1,22.49,,,,,,,,,,,,,,,2024,4,12,December,27,5,Friday
2024-000363,2024-12-28,87,3,1,2,9.99,0.05,18.98,,,,,,,,,,,,,,,2024,4,12,December,28,6,Saturday
2024-000364,2024-12-29,32,7,3,1,14.5,0.05,13.78,,,,,,,,,,,,,,,2024,4,12,December,29,0,Sunday
2024-000365,2024-12-30,95,12,2,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2024,4,12,December,30,1,Monday
2024-000366,2024-12-31,48,6,1,3,12.99,0.1,35.07,,,,,,,,,,,,,,,2024,4,12,December,31,2,Tuesday
2025-000001,2025-01-01,44,7,2,1,14.5,0.05,13.78,,,,,,,,,,,,,,,2025,1,1,January,1,3,Wednesday
2025-000002,2025-01-02,89,12,3,2,19.99,0.05,37.98,,,,,,,,,,,,,,,2025,1,1,January,2,4,Thursday
2025-000003,2025-01-03,56,6,1,3,12.99,0.1,35.07,,,,,,,,,,,,,,,2025,1,1,January,3,5,Friday
2025-000004,2025-01-04,78,10,4,1,27.99,0.05,26.59,,,,,,,,,,,,,,,2025,1,1,January,4,6,Saturday
2025-000005,2025-01-05,22,3,2,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2025,1,1,January,5,0,Sunday
2025-000006,2025-01-06,91,15,3,1,24.99,0.1,22.49,,,,,,,,,,,,,,,2025,1,1,January,6,1,Monday
2025-000007,2025-01-07,47,8,1,2,13.49,0.05,25.63,,,,,,,,,,,,,,,2025,1,1,January,7,2,Tuesday
2025-000008,2025-01-08,63,11,4,3,21.99,0.1,59.37,,,,,,,,,,,,,,,2025,1,1,January,8,3,Wednesday
2025-000009,2025-01-09,19,2,2,1,8.99,0.0,8.99,,,,,,,,,,,,,,,2025,1,1,January,9,4,Thursday
2025-000010,2025-01-10,104,9,3,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2025,1,1,January,10,5,Friday
2025-000011,2025-01-11,72,14,1,1,34.99,0.1,31.49,,,,,,,,,,,,,,,2025,1,1,January,11,6,Saturday
2025-000012,2025-01-12,28,5,4,2,15.99,0.05,30.38,,,,,,,,,,,,,,,2025,1,1,January,12,0,Sunday
2025-000013,2025-01-13,84,7,2,3,14.5,0.1,39.15,,,,,,,,,,,,,,,2025,1,1,January,13,1,Monday
2025-000014,2025-01-14,33,3,1,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2025,1,1,January,14,2,Tuesday
2025-000015,2025-01-15,59,12,3,1,19.99,0.05,18.99,,,,,,,,,,,,,,,2025,1,1,January,15,3,Wednesday
2025-000016,2025-01-16,102,6,4,2,12.99,0.1,23.38,,,,,,,,,,,,,,,2025,1,1,January,16,4,Thursday
2025-000017,2025-01-17,41,10,2,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2025,1,1,January,17,5,Friday
2025-000018,2025-01-18,75,1,1,1,6.99,0.0,6.99,,,,,,,,,,,,,,,2025,1,1,January,18,6,Saturday
2025-000019,2025-01-19,53,4,3,1,29.99,0.05,28.49,,,,,,,,,,,,,,,2025,1,1,January,19,0,Sunday
2025-000020,2025-01-20,66,8,2,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2025,1,1,January,20,1,Monday
2025-000021,2025-01-21,14,15,4,1,24.99,0.1,22.49,,,,,,,,,,,,,,,2025,1,1,January,21,2,Tuesday
2025-000022,2025-01-22,87,3,1,2,9.99,0.05,18.98,,,,,,,,,,,,,,,2025,1,1,January,22,3,Wednesday
2025-000023,2025-01-23,32,7,3,1,14.5,0.05,13.78,,,,,,,,,,,,,,,2025,1,1,January,23,4,Thursday
2025-000024,2025-01-24,95,12,2,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2025,1,1,January,24,5,Friday
2025-000025,2025-01-25,48,6,1,3,12.99,0.1,35.07,,,,,,,,,,,,,,,2025,1,1,January,25,6,Saturday
2025-000026,2025-01-26,21,10,4,1,27.99,0.05,26.59,,,,,,,,,,,,,,,2025,1,1,January,26,0,Sunday
2025-000027,2025-01-27,77,2,3,1,8.99,0.0,8.99,,,,,,,,,,,,,,,2025,1,1,January,27,1,Monday
2025-000028,2025-01-28,58,14,2,1,34.99,0.1,31.49,,,,,,,,,,,,,,,2025,1,1,January,28,2,Tuesday
2025-000029,2025-01-29,36,5,1,2,15.99,0.05,30.38,,,,,,,,,,,,,,,2025,1,1,January,29,3,Wednesday
2025-000030,2025-01-30,103,3,4,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2025,1,1,January,30,4,Thursday
2025-000031,2025-01-31,44,11,2,1,21.99,0.0,21.99,,,,,,,,,,,,,,,2025,1,1,January,31,5,Friday
2025-000032,2025-02-01,69,8,3,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2025,1,2,February,1,6,Saturday
2025-000033,2025-02-02,17,4,1,1,29.99,0.1,26.99,,,,,,,,,,,,,,,2025,1,2,February,2,0,Sunday
2025-000034,2025-02-03,92,6,4,2,12.99,0.1,23.38,,,,,,,,,,,,,,,2025,1,2,February,3,1,Monday
2025-000035,2025-02-04,50,9,3,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2025,1,2,February,4,2,Tuesday
2025-000036,2025-02-05,81,12,2,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2025,1,2,February,5,3,Wednesday
2025-000037,2025-02-06,27,7,1,3,14.5,0.1,39.15,,,,,,,,,,,,,,,2025,1,2,February,6,4,Thursday
2025-000038,2025-02-07,73,3,4,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2025,1,2,February,7,5,Friday
2025-000039,2025-02-08,11,15,2,1,24.99,0.1,22.49,,,,,,,,,,,,,,,2025,1,2,February,8,6,Saturday
2025-000040,2025-02-09,64,10,3,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2025,1,2,February,9,0,Sunday
2025-000041,2025-02-10,108,1,1,2,6.99,0.0,13.98,,,,,,,,,,,,,,,2025,1,2,February,10,1,Monday
2025-000042,2025-02-11,40,8,4,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2025,1,2,February,11,2,Tuesday
2025-000043,2025-02-12,55,14,2,1,34.99,0.1,31.49,,,,,,,,,,,,,,,2025,1,2,February,12,3,Wednesday
2025-000044,2025-02-13,29,5,3,1,15.99,0.0,15.99,,,,,,,,,,,,,,,2025,1,2,February,13,4,Thursday
2025-000045,2025-02-14,84,7,2,2,14.5,0.1,26.1,,,,,,,,,,,,,,,2025,1,2,February,14,5,Friday
2025-000046,2025-02-15,33,12,1,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2025,1,2,February,15,6,Saturday
2025-000047,2025-02-16,91,6,3,3,12.99,0.1,35.07,,,,,,,,,,,,,,,2025,1,2,February,16,0,Sunday
2025-000048,2025-02-17,47,4,4,1,29.99,0.05,28.49,,,,,,,,,,,,,,,2025,1,2,February,17,1,Monday
2025-000049,2025-02-18,63,3,2,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2025,1,2,February,18,2,Tuesday
2025-000050,2025-02-19,19,10,1,1,27.99,0.05,26.59,,,,,,,,,,,,,,,2025,1,2,February,19,3,Wednesday
2025-000051,2025-02-20,72,8,3,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2025,1,2,February,20,4,Thursday
2025-000052,2025-02-21,28,15,4,1,24.99,0.1,22.49,,,,,,,,,,,,,,,2025,1,2,February,21,5,Friday
2025-000053,2025-02-22,58,6,2,2,12.99,0.05,24.68,,,,,,,,,,,,,,,2025,1,2,February,22,6,Saturday
2025-000054,2025-02-23,41,9,1,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2025,1,2,February,23,0,Sunday
2025-000055,2025-02-24,75,12,3,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2025,1,2,February,24,1,Monday
2025-000056,2025-02-25,53,7,4,3,14.5,0.1,39.15,,,,,,,,,,,,,,,2025,1,2,February,25,2,Tuesday
2025-000057,2025-02-26,66,3,2,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2025,1,2,February,26,3,Wednesday
2025-000058,2025-02-27,14,10,1,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2025,1,2,February,27,4,Thursday
2025-000059,2025-02-28,87,2,3,1,8.99,0.0,8.99,,,,,,,,,,,,,,,2025,1,2,February,28,5,Friday
2025-000060,2025-03-01,32,14,4,1,34.99,0.1,31.49,,,,,,,,,,,,,,,2025,1,3,March,1,6,Saturday
2025-000061,2025-03-02,95,5,1,2,15.99,0.05,30.38,,,,,,,,,,,,,,,2025,1,3,March,2,0,Sunday
2025-000062,2025-03-03,48,11,2,1,21.99,0.0,21.99,,,,,,,,,,,,,,,2025,1,3,March,3,1,Monday
2025-000063,2025-03-04,21,8,3,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2025,1,3,March,4,2,Tuesday
2025-000064,2025-03-05,77,4,1,1,29.99,0.05,28.49,,,,,,,,,,,,,,,2025,1,3,March,5,3,Wednesday
2025-000065,2025-03-06,58,6,4,1,12.99,0.0,12.99,,,,,,,,,,,,,,,2025,1,3,March,6,4,Thursday
2025-000066,2025-03-07,36,9,2,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2025,1,3,March,7,5,Friday
2025-000067,2025-03-08,103,12,3,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2025,1,3,March,8,6,Saturday
2025-000068,2025-03-09,44,7,2,2,14.5,0.05,27.55,,,,,,,,,,,,,,,2025,1,3,March,9,0,Sunday
2025-000069,2025-03-10,89,10,3,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2025,1,3,March,10,1,Monday
2025-000070,2025-03-11,56,3,1,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2025,1,3,March,11,2,Tuesday
2025-000071,2025-03-12,78,12,4,1,19.99,0.1,17.99,,,,,,,,,,,,,,,2025,1,3,March,12,3,Wednesday
2025-000072,2025-03-13,22,6,2,3,12.99,0.1,35.07,,,,,,,,,,,,,,,2025,1,3,March,13,4,Thursday
2025-000073,2025-03-14,91,15,3,1,24.99,0.05,23.74,,,,,,,,,,,,,,,2025,1,3,March,14,5,Friday
2025-000074,2025-03-15,47,8,1,2,13.49,0.0,26.98,,,,,,,,,,,,,,,2025,1,3,March,15,6,Saturday
2025-000075,2025-03-16,63,11,4,1,21.99,0.0,21.99,,,,,,,,,,,,,,,2025,1,3,March,16,0,Sunday
2025-000076,2025-03-17,19,2,2,1,8.99,0.0,8.99,,,,,,,,,,,,,,,2025,1,3,March,17,1,Monday
2025-000077,2025-03-18,104,9,3,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2025,1,3,March,18,2,Tuesday
2025-000078,2025-03-19,72,14,1,1,34.99,0.1,31.49,,,,,,,,,,,,,,,2025,1,3,March,19,3,Wednesday
2025-000079,2025-03-20,28,5,4,2,15.99,0.05,30.38,,,,,,,,,,,,,,,2025,1,3,March,20,4,Thursday
2025-000080,2025-03-21,84,7,2,3,14.5,0.1,39.15,,,,,,,,,,,,,,,2025,1,3,March,21,5,Friday
2025-000081,2025-03-22,33,3,1,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2025,1,3,March,22,6,Saturday
2025-000082,2025-03-23,59,12,3,1,19.99,0.05,18.99,,,,,,,,,,,,,,,2025,1,3,March,23,0,Sunday
2025-000083,2025-03-24,102,6,4,2,12.99,0.05,24.68,,,,,,,,,,,,,,,2025,1,3,March,24,1,Monday
2025-000084,2025-03-25,41,10,2,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2025,1,3,March,25,2,Tuesday
2025-000085,2025-03-26,75,1,1,1,6.99,0.0,6.99,,,,,,,,,,,,,,,2025,1,3,March,26,3,Wednesday
2025-000086,2025-03-27,53,4,3,1,29.99,0.0,29.99,,,,,,,,,,,,,,,2025,1,3,March,27,4,Thursday
2025-000087,2025-03-28,66,8,2,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2025,1,3,March,28,5,Friday
2025-000088,2025-03-29,14,15,4,1,24.99,0.1,22.49,,,,,,,,,,,,,,,2025,1,3,March,29,6,Saturday
2025-000089,2025-03-30,87,3,1,2,9.99,0.05,18.98,,,,,,,,,,,,,,,2025,1,3,March,30,0,Sunday
2025-000090,2025-03-31,32,7,3,1,14.5,0.05,13.78,,,,,,,,,,,,,,,2025,1,3,March,31,1,Monday
2025-000091,2025-04-01,44,7,2,1,14.5,0.05,13.78,,,,,,,,,,,,,,,2025,2,4,April,1,2,Tuesday
2025-000092,2025-04-02,89,12,3,2,19.99,0.05,37.98,,,,,,,,,,,,,,,2025,2,4,April,2,3,Wednesday
2025-000093,2025-04-03,56,6,1,3,12.99,0.1,35.07,,,,,,,,,,,,,,,2025,2,4,April,3,4,Thursday
2025-000094,2025-04-04,78,10,4,1,27.99,0.05,26.59,,,,,,,,,,,,,,,2025,2,4,April,4,5,Friday
2025-000095,2025-04-05,22,3,2,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2025,2,4,April,5,6,Saturday
2025-000096,2025-04-06,91,15,3,1,24.99,0.1,22.49,,,,,,,,,,,,,,,2025,2,4,April,6,0,Sunday
2025-000097,2025-04-07,47,8,1,2,13.49,0.05,25.63,,,,,,,,,,,,,,,2025,2,4,April,7,1,Monday
2025-000098,2025-04-08,63,11,4,3,21.99,0.1,59.37,,,,,,,,,,,,,,,2025,2,4,April,8,2,Tuesday
2025-000099,2025-04-09,19,2,2,1,8.99,0.0,8.99,,,,,,,,,,,,,,,2025,2,4,April,9,3,Wednesday
2025-000100,2025-04-10,104,9,3,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2025,2,4,April,10,4,Thursday
2025-000101,2025-04-11,72,14,1,1,34.99,0.1,31.49,,,,,,,,,,,,,,,2025,2,4,April,11,5,Friday
2025-000102,2025-04-12,28,5,4,2,15.99,0.05,30.38,,,,,,,,,,,,,,,2025,2,4,April,12,6,Saturday
2025-000103,2025-04-13,84,7,2,3,14.5,0.1,39.15,,,,,,,,,,,,,,,2025,2,4,April,13,0,Sunday
2025-000104,2025-04-14,33,3,1,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2025,2,4,April,14,1,Monday
2025-000105,2025-04-15,59,12,3,1,19.99,0.05,18.99,,,,,,,,,,,,,,,2025,2,4,April,15,2,Tuesday
2025-000106,2025-04-16,102,6,4,2,12.99,0.1,23.38,,,,,,,,,,,,,,,2025,2,4,April,16,3,Wednesday
2025-000107,2025-04-17,41,10,2,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2025,2,4,April,17,4,Thursday
2025-000108,2025-04-18,75,1,1,1,6.99,0.0,6.99,,,,,,,,,,,,,,,2025,2,4,April,18,5,Friday
2025-000109,2025-04-19,53,4,3,1,29.99,0.05,28.49,,,,,,,,,,,,,,,2025,2,4,April,19,6,Saturday
2025-000110,2025-04-20,66,8,2,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2025,2,4,April,20,0,Sunday
2025-000111,2025-04-21,14,15,4,1,24.99,0.1,22.49,,,,,,,,,,,,,,,2025,2,4,April,21,1,Monday
2025-000112,2025-04-22,87,3,1,2,9.99,0.05,18.98,,,,,,,,,,,,,,,2025,2,4,April,22,2,Tuesday
2025-000113,2025-04-23,32,7,3,1,14.5,0.05,13.78,,,,,,,,,,,,,,,2025,2,4,April,23,3,Wednesday
2025-000114,2025-04-24,95,12,2,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2025,2,4,April,24,4,Thursday
2025-000115,2025-04-25,48,6,1,3,12.99,0.1,35.07,,,,,,,,,,,,,,,2025,2,4,April,25,5,Friday
2025-000116,2025-04-26,21,10,4,1,27.99,0.05,26.59,,,,,,,,,,,,,,,2025,2,4,April,26,6,Saturday
2025-000117,2025-04-27,77,2,3,1,8.99,0.0,8.99,,,,,,,,,,,,,,,2025,2,4,April,27,0,Sunday
2025-000118,2025-04-28,58,14,2,1,34.99,0.1,31.49,,,,,,,,,,,,,,,2025,2,4,April,28,1,Monday
2025-000119,2025-04-29,36,5,1,2,15.99,0.05,30.38,,,,,,,,,,,,,,,2025,2,4,April,29,2,Tuesday
2025-000120,2025-04-30,103,3,4,1,9.99,0.0,9.99,,,,,,,,,,,,,,,2025,2,4,April,30,3,Wednesday
2025-000121,2025-05-01,69,8,3,1,13.49,0.0,13.49,,,,,,,,,,,,,,,2025,2,5,May,1,4,Thursday
2025-000122,2025-05-02,17,4,1,1,29.99,0.1,26.99,,,,,,,,,,,,,,,2025,2,5,May,2,5,Friday
2025-000123,2025-05-03,92,6,4,2,12.99,0.1,23.38,,,,,,,,,,,,,,,2025,2,5,May,3,6,Saturday
2025-000124,2025-05-04,50,9,3,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2025,2,5,May,4,0,Sunday
2025-000125,2025-05-05,81,12,2,1,19.99,0.0,19.99,,,,,,,,,,,,,,,2025,2,5,May,5,1,Monday
